id,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
ts40702,The Ultimatum,SHOW,2009,TV-14,44,5.4,6
ts30288,Mobile Suit Gundam Unicorn,SHOW,2010,TV-14,35,7.8,1291
tm114476,Stuart Little 2,MOVIE,2002,G,78,5.5,53746
ts21967,Johnny Test,SHOW,2005,TV-Y7,18,5.1,8172
ts12701,Code Lyoko,SHOW,2003,TV-G,24,7.3,5109
tm130574,Did You Hear About the Morgans?,MOVIE,2009,PG-13,103,4.9,40289
ts21695,Iris,SHOW,2009,TV-14,61,7.8,1951
ts121176,DreamWorks Shrek's Swamp Stories,SHOW,2010,TV-PG,24,6.5,330
ts1893,Ben & Holly's Little Kingdom,SHOW,2009,TV-G,14,7.5,1222
ts20535,The Garfield Show,SHOW,2009,TV-G,17,5.3,2499
tm160800,Chaos,MOVIE,2005,R,106,6.4,54633
ts38159,Wakfu,SHOW,2008,TV-Y7,22,8.1,1469
tm22493,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,,46,7.6,1780
tm164557,Initial D,MOVIE,2005,,107,6.3,8536
tm112381,Comedian,MOVIE,2002,R,82,6.9,6948
tm71119,Delta Farce,MOVIE,2007,PG-13,90,3.6,11138
tm134235,One Piece: Strong World,MOVIE,2009,PG-13,114,7.5,5382
tm86995,Christmas with the Kranks,MOVIE,2004,PG,99,5.4,49090
ts17028,Dinosaur King,SHOW,2007,,21,5.6,720
tm137530,Love Happens,MOVIE,2009,PG-13,109,5.6,32837
ts25765,Vampire Knight,SHOW,2008,TV-14,25,7.3,5172
ts3666,Den-noh Coil,SHOW,2007,TV-Y7,25,7.9,863
ts42914,Zig and Sharko,SHOW,2010,,9,6.8,644
tm100688,Even the Rain,MOVIE,2010,,104,7.4,13446
tm36475,Kabhi Khushi Kabhie Gham,MOVIE,2001,G,210,7.4,48818
tm80059,Naruto Shippuden the Movie,MOVIE,2007,PG-13,94,6.7,4016
tm22636,Trailer Park Boys: The Movie,MOVIE,2006,R,95,7.1,12831
tm30289,Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,76,8,3984
tm38896,From Within,MOVIE,2008,R,89,5.6,7585
tm29269,Jodhaa Akbar,MOVIE,2008,PG-13,213,7.5,32188
tm156001,And Then Came Lola,MOVIE,2009,PG,71,3.9,1683
ts21664,One on One,SHOW,2001,TV-14,20,7,2303
tm73058,Om Shanti Om,MOVIE,2007,PG,162,6.7,42597
tm76835,Jab We Met,MOVIE,2007,PG-13,138,7.9,51945
ts1464,The Cartel,SHOW,2008,TV-MA,44,8.1,755
tm48083,Te quiero,MOVIE,2001,,85,4.8,73
tm33981,Bon Cop Bad Cop,MOVIE,2006,PG-13,116,6.5,61
tm80339,Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,PG-13,82,6.6,6759
ts72322,The Mafia Dolls,SHOW,2009,TV-14,43,6.6,284
ts52849,Horrid Henry,SHOW,2006,,12,6.3,912
tm165259,I Will Follow,MOVIE,2010,PG-13,76,5.9,865
tm97544,Alpha and Omega,MOVIE,2010,PG,88,5.1,14272
tm65142,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,PG-13,90,6.9,1611
ts14102,Bo on the Go!,SHOW,2007,,22,4.1,118
tm22342,Waist Deep,MOVIE,2006,R,97,5.8,9957
tm24576,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,PG-13,95,6.4,3975
tm41508,First Sunday,MOVIE,2008,PG-13,96,4.5,10834
ts74928,Einsatzgruppen: The Nazi Death Squads,SHOW,2009,TV-14,44,7.6,603
tm52352,This Is the Life,MOVIE,2008,,97,6.3,263
tm170873,My Suicide,MOVIE,2009,R,107,7,1936
tm176297,Kyaa Kool Hai Hum,MOVIE,2005,,172,6.1,3507
ts74931,Kung Fu Panda Awesome Secrets,SHOW,2008,,0,7.2,55
tm110923,Divine Intervention,MOVIE,2002,,92,6.6,3598
tm150521,Accident,MOVIE,2009,R,89,6.6,3284
tm177687,Naruto: Legend of the Stone of Gelel,MOVIE,2005,PG-13,96,6.4,4297
tm22989,Jim Gaffigan: Beyond the Pale,MOVIE,2006,,72,7.9,3940
ts98252,Dreamworks Happy Holidays from Madagascar,SHOW,2005,TV-PG,0,6.5,96
tm156575,Billu,MOVIE,2009,PG,137,6.3,11747
ts20358,Half & Half,SHOW,2002,TV-14,21,7,1827
ts23319,Timmy Time,SHOW,2009,TV-Y,14,6.9,1083
tm91046,"Cairo 6,7,8",MOVIE,2010,,100,7.4,4346
tm61056,Dil Chahta Hai,MOVIE,2001,G,183,8.1,71167
tm138497,Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,R,101,7.3,7451
tm93612,Bleach the Movie: Hell Verse,MOVIE,2010,PG-13,94,7.4,2416
tm81461,Whisky,MOVIE,2004,,99,7.1,6249
tm32915,EMI,MOVIE,2008,,128,4.4,604
ts63295,Vientos de agua,SHOW,2006,TV-MA,72,8.7,1034
tm96037,Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,PG-13,85,6.9,3567
tm36164,Naruto Shippuden the Movie: Bonds,MOVIE,2008,PG-13,90,6.8,4473
tm147494,Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,PG-13,95,7,3626
tm31564,Linewatch,MOVIE,2008,R,90,5.4,2862
tm95238,The Boy Who Cried Werewolf,MOVIE,2010,G,97,5.9,3264
tm54147,Dostana,MOVIE,2008,PG-13,145,6.5,14944
tm99776,Whitney Cummings: Money Shot,MOVIE,2010,,48,6.2,907
tm30170,Don,MOVIE,2006,PG-13,178,7.1,36836
tm37945,Rock On!!,MOVIE,2008,,144,7.7,21963
tm25029,Eternal Summer,MOVIE,2006,,105,7,2630
tm59880,Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,,60,7.6,1789
tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,PG-13,95,7,1189
tm83175,Welcome,MOVIE,2007,,160,6.9,21799
tm65839,Just Another Love Story,MOVIE,2007,,100,7.2,4849
tm89936,Arahan,MOVIE,2004,,114,6.6,3813
tm22540,Phir Hera Pheri,MOVIE,2006,,155,7.1,22505
tm34846,Bleach the Movie: Fade to Black,MOVIE,2008,PG-13,94,7.2,2151
tm32885,Rang De Basanti,MOVIE,2006,PG-13,157,8.1,118092
ts44663,Oscar's Oasis,SHOW,2010,TV-Y,9,7.4,572
tm82765,Swades,MOVIE,2004,G,189,8.1,89085
tm170169,Kaal,MOVIE,2005,,127,4.7,5309
tm44749,Sorry to Disturb,MOVIE,2008,,116,8,5824
tm47325,2 Alone in Paris,MOVIE,2008,,94,5.4,2482
tm146887,Delhi-6,MOVIE,2009,,141,6.1,7683
tm144345,Kal Ho Naa Ho,MOVIE,2003,PG,186,7.9,68028
tm70222,Sivaji: The Boss,MOVIE,2007,PG-13,189,7.5,19556
tm92977,Ishqiya,MOVIE,2010,R,115,7.3,10415
ts37200,Trotro,SHOW,2004,TV-G,3,6.2,120
tm98975,Guzaarish,MOVIE,2010,PG,126,7.4,18466
tm25842,A Lion in the House,MOVIE,2006,,225,8.7,312
tm43179,Oye Lucky! Lucky Oye!,MOVIE,2008,,126,7.7,17411
tm95434,Love in a Puff,MOVIE,2010,,104,7.1,2558
tm23441,Kabhi Alvida Naa Kehna,MOVIE,2006,PG,193,6,19797
tm86051,Black Friday,MOVIE,2004,R,143,8.4,20611
tm44634,Kevin James: Sweat the Small Stuff,MOVIE,2001,,42,7.4,1083
tm62369,Connected,MOVIE,2008,,110,6.6,2256
tm23077,Vivah,MOVIE,2006,,175,6.6,9793
tm31335,Golmaal Returns,MOVIE,2008,PG,135,5.1,7884
tm139349,Jim Gaffigan: King Baby,MOVIE,2009,,72,7.7,2548
tm85243,The Trailer Park Boys Xmas Special,MOVIE,2004,,57,8,3422
tm165809,Bluffmaster!,MOVIE,2005,PG,137,6.6,6313
tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,PG-13,88,7.2,1826
tm68191,My FÃ¼hrer,MOVIE,2007,,89,5.5,4430
tm51493,Vizontele,MOVIE,2001,,110,8,36291
ts56589,Tayo the Little Bus,SHOW,2010,TV-Y,11,5.2,156
ts1413,Autumn's Concerto,SHOW,2009,TV-14,58,7.9,475
tm175687,Sir! No Sir!,MOVIE,2005,,85,7.6,778
ts98353,DreamWorks Spooky Stories,SHOW,2009,TV-PG,26,6.2,19
tm49405,Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,PG-13,99,7.2,2570
tm96168,Once Upon a Time in Mumbaai,MOVIE,2010,PG-13,132,7.4,17494
tm72587,Guru,MOVIE,2007,PG-13,166,7.7,23541
tm88366,Main Hoon Na,MOVIE,2004,PG,179,7,35142
tm101684,Romantik Komedi,MOVIE,2010,G,110,5.3,5060
tm38454,Jeff Dunham's Very Special Christmas Special,MOVIE,2008,PG-13,85,7.4,3028
tm164389,Paheli,MOVIE,2005,PG-13,141,6.3,13206
tm77863,Honeymoon Travels Pvt. Ltd.,MOVIE,2007,PG-13,118,6.1,2609
ts137477,Behind Enemy Lines,SHOW,2001,TV-14,49,7.2,42
tm138902,Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,PG-13,99,7.6,2206
ts4866,Fated to Love You,SHOW,2008,TV-G,67,7.4,461
tm149209,Kaminey,MOVIE,2009,PG-13,135,7.4,17136
ts34414,Nuevo Rico Nuevo Pobre,SHOW,2007,TV-MA,44,7.2,203
tm147686,Kevin Hart: I'm a Grown Little Man,MOVIE,2009,R,72,7.5,4333
tm82718,G.O.R.A.,MOVIE,2004,PG-13,127,8,61797
tm39557,Jaane Tu... Ya Jaane Na,MOVIE,2008,,155,7.4,26738
tm22558,Mukhsin,MOVIE,2006,,95,7.3,382
ts204466,Pecados capitales,SHOW,2002,TV-MA,43,8.5,190
tm164591,Apaharan,MOVIE,2005,,173,7.4,4736
tm106625,"LSD: Love, Sex aur Dhokha",MOVIE,2010,PG-13,108,7.2,5645
ts18653,Chhota Bheem,SHOW,2008,,22,4.1,822
ts67595,Pedro El Escamoso,SHOW,2001,TV-14,0,7.5,303
tm29731,Chup Chup Ke,MOVIE,2006,G,165,6.9,10528
tm80455,Manorama Six Feet Under,MOVIE,2007,R,137,7.6,8043
tm144835,Sergio,MOVIE,2009,,94,7.4,880
tm129971,Luck by Chance,MOVIE,2009,,155,7.1,10206
tm103133,Karthik Calling Karthik,MOVIE,2010,PG,135,7.1,11944
ts29199,Monty Python's Personal Best,SHOW,2006,TV-PG,56,7.9,437
tm155761,Ajab Prem Ki Ghazab Kahani,MOVIE,2009,PG,150,6.3,14380
tm75544,Dhan Dhana Dhan Goal,MOVIE,2007,PG,167,5,2603
tm29028,Salt of This Sea,MOVIE,2008,,109,6.8,1224
tm93004,Yuva,MOVIE,2004,PG,161,7.3,8878
tm23977,Fuga,MOVIE,2006,,110,6.3,1120
tm78790,Namastey London,MOVIE,2007,PG,131,7.1,21745
tm44530,Fashion,MOVIE,2008,PG-13,167,6.9,12468
tm102848,Peepli Live,MOVIE,2010,PG,104,7.4,12265
tm96595,Lakshya,MOVIE,2004,G,186,7.8,23076
tm56428,Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,,60,7.8,3555
tm155774,Pomegranates and Myrrh,MOVIE,2009,,95,6.3,249
tm44378,Tony Manero,MOVIE,2008,,97,6.8,4231
tm97982,Do Dooni Chaar,MOVIE,2010,PG,146,7.5,5551
tm27484,Kismat Konnection,MOVIE,2008,G,153,5.3,5588
tm145243,Wake Up Sid,MOVIE,2009,,138,7.6,30818
tm77348,Life in a Metro,MOVIE,2007,,124,7.4,11934
ts178360,El cartel 2 - La guerra total,SHOW,2010,TV-MA,44,6.8,228
tm111226,Awara Paagal Deewana,MOVIE,2002,,169,6.2,8309
tm237621,The Figurine (Araromire),MOVIE,2009,PG-13,122,4.4,243
tm104349,The Unjust,MOVIE,2010,,119,6.6,2139
tm152724,Kurbaan,MOVIE,2009,R,161,5.7,5121
tm69694,Canâ€™t Complain,MOVIE,2007,,113,7.5,3922
tm105278,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,PG-13,100,7.3,2127
tm33729,Taxi No. 9 2 11,MOVIE,2006,,116,7.2,9897
tm129763,Anbe Sivam,MOVIE,2003,,160,8.7,20595
tm130301,Gangaajal,MOVIE,2003,,157,7.8,17029
tm141117,Chalte Chalte,MOVIE,2003,PG-13,175,6.5,15379
tm35652,Mumbai Meri Jaan,MOVIE,2008,PG-13,119,7.7,6309
tm49865,Aamir,MOVIE,2008,NC-17,99,7.6,11241
tm254745,Frontiers of Dreams and Fears,MOVIE,2001,,56,8.3,54
tm134140,Ishq Vishk,MOVIE,2003,,145,6.1,4203
tm114504,The Legend of Bhagat Singh,MOVIE,2002,,155,8.1,16225
tm76029,Under the Bombs,MOVIE,2007,,98,7,1641
tm33067,Race,MOVIE,2008,PG-13,161,6.9,63
tm103732,Udaan,MOVIE,2010,R,138,8.1,44556
tm712151,Laugh Out Loud,MOVIE,2003,,60,7,13
tm98475,We Are Family,MOVIE,2010,PG,115,5.6,3140
tm34924,The Beast Stalker,MOVIE,2008,,109,6.8,2191
tm101609,Raajneeti,MOVIE,2010,PG,167,7.1,17555
ts98316,Edge of the Universe,SHOW,2002,TV-G,49,7.2,206
tm216753,Old Thieves: The Legend of Artegio,MOVIE,2007,,97,8,314
tm112235,Kannathil Muthamittal,MOVIE,2002,,137,8.4,8376
tm101540,Well Done Abba,MOVIE,2010,,144,7.2,1876
tm96052,Palermo Hollywood,MOVIE,2004,,113,5.2,200
tm134407,Dev.D,MOVIE,2009,PG-13,144,7.9,30389
tm81864,Twins Mission,MOVIE,2007,,103,5.2,686
tm346951,What's Up?,MOVIE,2006,,95,2.9,315
tm144263,Aagey Se Right,MOVIE,2009,G,117,5.2,406
ts124246,Mighty Raju,SHOW,2010,,20,4.2,57
tm85689,Krishna Cottage,MOVIE,2004,,124,5.1,1153
ts12444,The Fierce Wife,SHOW,2010,TV-MA,59,6.8,90
tm368679,Madness in the Desert,MOVIE,2004,,141,8.4,373
tm91323,I Hate Luv Storys,MOVIE,2010,PG,129,5.6,7994
tm36636,C Kkompany,MOVIE,2008,,130,5.5,1115
tm52176,Welcome to Sajjanpur,MOVIE,2008,PG,134,6.9,3239
tm178555,I Am Kalam,MOVIE,2010,G,88,8,4166
tm42831,Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,2001,,149,5.3,2196
tm135795,The Kite,MOVIE,2003,,80,6.4,739
tm254052,Kucch To Hai,MOVIE,2003,,142,4.3,909
tm166293,The Blue Umbrella,MOVIE,2005,,90,7.3,2077
tm99450,Break Ke Baad,MOVIE,2010,,120,5.2,4227
tm154375,Main Aurr Mrs Khanna,MOVIE,2009,PG,115,3.5,3148
tm241875,Frank & Cindy,MOVIE,2007,,73,7,344
tm97325,Tum Milo Toh Sahi,MOVIE,2010,,127,5.6,522
tm85563,Ezra,MOVIE,2007,,105,6.4,274
tm95507,Chance Pe Dance,MOVIE,2010,G,121,4.8,2968
tm308960,Gina Yashere: Skinny B*tch,MOVIE,2008,,57,6.5,84
tm154802,Agyaat,MOVIE,2009,,98,2.9,674
tm21155,Falafel,MOVIE,2006,,80,6.7,209
tm46867,Kuselan,MOVIE,2008,,160,4.8,1000
tm140653,Look for a Star,MOVIE,2009,,117,5.6,708
tm160596,Zozo,MOVIE,2005,,105,6.5,3210
tm76399,A Love Story,MOVIE,2007,,117,6.4,142
tm226362,Bosta,MOVIE,2005,,112,6.4,603
tm456581,Anchor Baby,MOVIE,2010,,95,6.3,79
tm84316,Shootout at Lokhandwala,MOVIE,2007,PG-13,145,7.1,10139
ts39604,The Hospital,SHOW,2006,TV-14,48,7.4,40
tm168869,Da Kath & Kim Code,MOVIE,2005,,90,7.3,904
tm352243,Interview with a Serial Killer,MOVIE,2008,PG-13,44,5.9,595
tm89012,The Student Cop,MOVIE,2004,,110,6.3,2051
ts160526,Khawatir,SHOW,2005,TV-14,20,9.6,3046
tm130999,Dhoondte Reh Jaaoge,MOVIE,2009,PG,135,5.6,812
tm87672,Rabun,MOVIE,2003,,90,7.7,83
tm27275,Life's Speed Bump,MOVIE,2006,,110,6.6,2693
ts23797,Black & White,SHOW,2009,TV-14,37,7.6,302
tm85369,Hattrick,MOVIE,2007,PG,110,4.3,493
tm143510,Harishchandrachi Factory,MOVIE,2009,G,96,8.4,2464
tm311516,Koi Aap Sa,MOVIE,2005,,142,5.5,261
tm476570,Menahi,MOVIE,2008,,100,6.7,51
tm148041,What's Your Raashee?,MOVIE,2009,PG-13,192,4.8,2718
tm152413,Talentime,MOVIE,2009,,120,7.4,203
tm21956,Anthony Kaun Hai?,MOVIE,2006,,127,5.2,664
ts70843,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,6.8,128
tm57586,Mission Istaanbul,MOVIE,2008,,125,3.4,1156
tm91125,Fida,MOVIE,2004,,122,5.4,2608
ts13411,Cocaine,SHOW,2005,TV-14,44,7.1,60
ts8614,Breakout,SHOW,2010,TV-14,44,6.7,7
tm142153,Kisaan,MOVIE,2009,,100,5.5,302
tm100106,My Amnesia Girl,MOVIE,2010,,110,6.7,430
tm91176,IjÃ©: The Journey,MOVIE,2010,,106,7,108
ts4924,At Dolphin Bay,SHOW,2003,TV-14,59,6.9,39
tm88343,Perazhagan,MOVIE,2004,,148,6.4,1496
ts126804,My MVP Valentine,SHOW,2002,TV-PG,69,6.5,27
tm28024,A Very Special Love,MOVIE,2008,PG,105,6.5,388
ts188031,Pink Zone,SHOW,2007,,15,6.1,47
tm481594,Bheem vs Aliens,MOVIE,2010,G,69,7.7,35
ts29581,Unriddle,SHOW,2010,TV-14,44,8,25
tm639940,Tango with Me,MOVIE,2010,,104,6.3,46
tm598375,Chhota Bheem Aur Krishna,MOVIE,2008,G,69,6.4,310
ts56595,Cocomong,SHOW,2008,TV-Y,13,5.6,11
tm92671,Once a Gangster,MOVIE,2010,,95,5.7,481
tm252951,Brother's Shadow,MOVIE,2006,,91,6.1,147
tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2009,,121,6.5,203
tm340006,Banyuki,MOVIE,2010,,182,7.4,15
ts8175,Call the Midwife,SHOW,2012,TV-PG,56,8.5,25562
tm170758,Hop,MOVIE,2011,PG,95,5.4,33734
tm166064,"Crazy, Stupid, Love.",MOVIE,2011,PG-13,118,7.4,507878
ts20564,New Girl,SHOW,2011,TV-14,21,7.7,216209
ts278,Black Mirror,SHOW,2011,TV-MA,59,8.8,515577
tm170442,Margin Call,MOVIE,2011,R,107,7.1,125883
tm41792,Django Unchained,MOVIE,2012,R,165,8.4,1472668
ts21580,Longmire,SHOW,2012,TV-14,53,8.3,34362
tm50018,Looper,MOVIE,2012,R,119,7.4,566791
ts20660,Shameless,SHOW,2011,TV-MA,54,8.6,230243
ts21806,Happy Endings,SHOW,2011,TV-14,21,7.8,37778
tm60292,Argo,MOVIE,2012,R,120,7.7,600392
ts27680,Last Tango in Halifax,SHOW,2012,TV-14,59,8.3,6844
tm164877,Midnight in Paris,MOVIE,2011,PG-13,94,7.7,413541
ts21599,Ink Master,SHOW,2012,TV-14,42,7.4,3874
ts33338,Top Boy,SHOW,2011,TV-MA,48,8.4,22420
tm166548,Warrior,MOVIE,2011,PG-13,140,8.2,463276
ts32835,Hunter x Hunter,SHOW,2011,TV-14,23,9,87857
tm32982,Les MisÃ©rables,MOVIE,2012,PG-13,157,7.5,325132
ts17598,Arrow,SHOW,2012,TV-14,42,7.5,425716
tm161802,The Girl with the Dragon Tattoo,MOVIE,2011,R,158,7.8,454917
tm158304,Contagion,MOVIE,2011,PG-13,106,6.8,300074
tm72140,Battleship,MOVIE,2012,PG-13,131,5.8,246008
tm37153,Killing Them Softly,MOVIE,2012,R,104,6.2,141289
tm160433,Just Go with It,MOVIE,2011,PG-13,117,6.4,239367
tm39896,Dark Shadows,MOVIE,2012,PG-13,113,6.2,262998
tm178201,Sherlock Holmes: A Game of Shadows,MOVIE,2011,PG-13,129,7.4,446531
tm59428,Silver Linings Playbook,MOVIE,2012,R,122,7.7,697481
ts20457,The Legend of Korra,SHOW,2012,TV-Y7,23,8.4,117464
ts20429,Sword Art Online,SHOW,2012,TV-MA,23,7.6,43727
tm176356,Sucker Punch,MOVIE,2011,PG-13,110,6,241111
ts6506,The Borgias,SHOW,2011,TV-MA,51,7.9,50556
ts20458,Ninjago: Masters of Spinjitzu,SHOW,2012,TV-Y7,17,7.2,4519
tm74848,Total Recall,MOVIE,2012,PG-13,120,6.2,252051
ts34087,Puella Magi Madoka Magica,SHOW,2011,TV-14,24,8.3,9055
tm68272,Project X,MOVIE,2012,R,88,6.6,204959
tm60844,Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,2012,NC-17,76,7.5,12278
tm160132,Soul Surfer,MOVIE,2011,PG,112,7,49101
ts27468,Transformers: Rescue Bots,SHOW,2012,TV-Y7,22,6.4,915
tm172716,Final Destination 5,MOVIE,2011,R,92,5.9,114505
tm278681,Puss in Boots,MOVIE,2011,PG,79,6.6,156144
tm40319,Savages,MOVIE,2012,R,131,6.4,129199
ts20556,Teen Mom 2,SHOW,2011,TV-14,41,4.5,28
tm173624,Hall Pass,MOVIE,2011,R,105,5.9,125098
ts9794,Comedians in Cars Getting Coffee,SHOW,2012,TV-14,20,8,12363
ts20500,Lilyhammer,SHOW,2012,TV-MA,45,7.9,29196
tm62210,Rurouni Kenshin Part I: Origins,MOVIE,2012,PG-13,134,7.4,25793
tm167232,Unknown,MOVIE,2011,PG-13,113,6.8,259696
ts34151,TIGER & BUNNY,SHOW,2011,TV-14,26,7.3,998
ts11151,Fate/Zero,SHOW,2011,TV-MA,25,8.2,12568
tm173195,The Rite,MOVIE,2011,PG-13,114,6,96915
ts9246,Blue Exorcist,SHOW,2011,TV-14,24,7.5,12741
ts19779,Barbie: Life in the Dreamhouse,SHOW,2012,TV-Y,6,7.3,1806
tm175346,Mean Girls 2,MOVIE,2011,PG-13,96,4.1,23287
tm160371,A Very Harold & Kumar Christmas,MOVIE,2011,R,108,6.2,69241
ts7708,anohana: The Flower We Saw That Day,SHOW,2011,TV-PG,23,8.2,12682
ts27586,Magi,SHOW,2012,TV-14,24,7.8,3899
ts18551,Cuckoo,SHOW,2012,TV-14,27,5.9,20
ts76614,Thermae Romae,SHOW,2012,,27,6.1,108
tm174256,Red Riding Hood,MOVIE,2011,PG-13,100,5.4,111483
ts34740,My Babysitter's a Vampire,SHOW,2011,TV-PG,22,6.9,4367
ts22249,Kuroko's Basketball,SHOW,2012,TV-14,24,8.3,8052
tm165995,New Year's Eve,MOVIE,2011,PG-13,113,5.6,85658
tm168921,The Smurfs,MOVIE,2011,PG,103,5.4,89316
tm178323,Jack and Jill,MOVIE,2011,PG,91,3.3,83727
tm106278,Everything Must Go,MOVIE,2011,R,97,6.4,50431
ts36647,Rita,SHOW,2012,TV-MA,40,8.1,8718
tm72845,John Mulaney: New in Town,MOVIE,2012,,58,8.2,6608
ts34921,Wolverine,SHOW,2011,TV-14,24,6.2,1458
tm59590,One Piece Film: Z,MOVIE,2012,PG-13,108,7.8,7002
ts35426,LEGO City,SHOW,2011,TV-G,4,5,37
tm174683,Arthur Christmas,MOVIE,2011,PG,97,7.1,58296
ts27835,MeatEater,SHOW,2012,TV-14,22,7.5,1462
tm182586,Silenced,MOVIE,2011,,125,8,15889
tm39313,A Perfect Ending,MOVIE,2012,,110,5.7,4308
ts45996,Outback Truckers,SHOW,2012,TV-14,44,7.4,264
ts55532,LEGO Friends,SHOW,2012,TV-Y,16,7.6,16
tm69386,Quartet,MOVIE,2012,PG-13,98,6.8,20194
tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,2012,R,80,7.7,10257
ts34737,La Reina del Sur,SHOW,2011,TV-MA,42,8,2445
ts21081,Pablo Escobar: The Drug Lord,SHOW,2012,TV-14,44,8.4,4923
tm28171,Bill Burr: You People Are All The Same,MOVIE,2012,R,68,8.2,7370
tm161904,Bully,MOVIE,2011,PG-13,92,7.4,10266
tm56296,The History of Future Folk,MOVIE,2012,,86,7.1,3398
tm171292,Cloudburst,MOVIE,2011,,93,7.2,2281
tm183039,Donald Glover: Weirdo,MOVIE,2012,,65,7.4,3511
tm160361,A Princess for Christmas,MOVIE,2011,PG,89,6.3,8222
tm34331,Middle of Nowhere,MOVIE,2012,R,101,6.5,1818
tm182125,Zindagi Na Milegi Dobara,MOVIE,2011,PG,166,8.1,75801
tm183547,Escape from Planet Earth,MOVIE,2012,PG,89,5.8,25639
tm53034,Sebastian Maniscalco: What's Wrong with People?,MOVIE,2012,,75,8,1194
tm174190,Undefeated,MOVIE,2011,PG-13,113,7.7,7051
tm164353,Singham,MOVIE,2011,,143,6.8,16473
ts81858,Larva,SHOW,2011,TV-G,2,7.1,582
ts158608,The Ultimate Braai Master,SHOW,2012,TV-PG,45,8.2,31
ts215037,Minecraft: Story Mode,SHOW,2011,TV-PG,62,5.5,300
tm68436,Barfi!,MOVIE,2012,G,151,8.1,80643
ts39093,EastSiders,SHOW,2012,TV-MA,22,6.8,2723
ts26776,Smile PreCure!,SHOW,2012,TV-Y7,22,6.1,388
tm52062,Mosquita y Mari,MOVIE,2012,,85,6.3,918
tm176111,The Great Magician,MOVIE,2011,,128,5.9,1741
ts33349,Robocar Poli,SHOW,2011,TV-Y,14,5.8,125
tm31739,Joan Rivers: Don't Start with Me,MOVIE,2012,R,68,6.6,408
tm177258,Delhi Belly,MOVIE,2011,,102,7.6,29578
tm177044,Naruto Shippuden the Movie: Blood Prison,MOVIE,2011,PG-13,108,7.1,5021
tm49451,Maria Bamford: The Special Special Special!,MOVIE,2012,,50,7,567
ts191698,Little Baby Bum,SHOW,2011,TV-Y,5,6.4,94
tm54780,Tiger & Bunny: The Beginning,MOVIE,2012,PG,88,6.7,216
tm176128,Don't Go Breaking My Heart,MOVIE,2011,,115,6.5,1756
tm177958,Pyaar Ka Punchnama,MOVIE,2011,PG-13,149,7.7,21204
tm40860,Big Time Movie,MOVIE,2012,G,65,6.1,1936
ts19165,The American Bible Challenge,SHOW,2012,TV-G,43,6.4,125
tm63368,A World Not Ours,MOVIE,2012,,93,7.8,376
ts58528,Inside West Coast Customs,SHOW,2011,TV-PG,47,7.4,42
tm183037,Don 2,MOVIE,2011,,139,7.1,52338
tm183176,A Second Chance,MOVIE,2011,,90,4.7,1018
tm37175,Jeff Dunham: Minding the Monsters,MOVIE,2012,PG-13,80,7,1401
tm181856,Jeff Dunham: Controlled Chaos,MOVIE,2011,,90,7.4,2272
tm178106,Chillar Party,MOVIE,2011,G,140,7.5,7686
tm175909,The Dirty Picture,MOVIE,2011,,144,6.6,9522
tm74031,Kyaa Super Kool Hain Hum,MOVIE,2012,R,137,5,3885
tm57610,Talaash,MOVIE,2012,,149,7.3,41752
ts27875,Masha's tales,SHOW,2012,TV-Y,5,6.4,89
ts6879,El Reemplazante,SHOW,2012,TV-MA,45,8.5,755
tm59289,Rowdy Rathore,MOVIE,2012,PG-13,143,5.9,22243
tm53829,Blitz Patrollie,MOVIE,2012,,101,5.4,145
tm47171,OMG: Oh My God!,MOVIE,2012,G,125,8.1,57449
tm65765,6 Bullets,MOVIE,2012,R,115,6,14898
tm70528,Material,MOVIE,2012,,94,7.3,950
tm161804,Toll Booth,MOVIE,2011,,96,6.4,4118
tm169128,An Elf's Story,MOVIE,2011,,24,5.2,504
ts39112,Justin Time,SHOW,2011,TV-Y,15,6,16
tm630933,Without Gorky,MOVIE,2011,,58,6.6,97
tm174518,Bodyguard,MOVIE,2011,,134,4.6,25592
tm180532,Shaitan,MOVIE,2011,PG-13,126,7.3,8414
